time,member,price,user,content
210607-014845,帅Pi18,,誕愿QAQ,"暗示坎公"
210607-014846,帅Pi14,,Elic-1,"五字不行（）"
210607-014846,帅Pi15,,砂之森,"wwwwwwww"
210607-014846,菲娜12,,郭小偶,"明示坎公"
210607-014846,帅Pi15,,KosagaiMakoto,"明示了"
210607-014847,帅Pi22,,不可拿去烧的汽油,"你已经在指了"
210607-014848,陆夫人15,,傻库拉,"什么什么冠剑"
210607-014849,帅Pi22,,不可拿去烧的汽油,"hhhh"
210607-014849,帅Pi23,,琼花惜月,"草"
210607-014850,帅Pi16,,AriosZ,"好开，跟了"
210607-014850,帅Pi14,,API_保護協会,"哈哈哈哈哈哈哈哈哈"
210607-014851,,,万事の可乐,"指冠x"
210607-014852,帅Pi13,,酉木野小真姬,"《像素小游戏》"
210607-014852,Cool2,,仓鼠鼠鼠鼠,"草"
210607-014855,铛铛12,,Mofelor肥猫,"你报他身份证得了"
210607-014856,帅Pi12,,恭喜老板,"像素小游戏（mc）"
210607-014858,帅Pi7,,木言Cassie,"草"
210607-014901,帅Pi16,,独行兔兔,"是乐园魔城（"
210607-014902,帅Pi14,,松野玖,"养马多好玩呐！"
210607-014902,,,Yzdwy,"内涵叔叔，记大过"
210607-014902,帅Pi17,,幻祸Mimic,"cy家底还在"
210607-014903,大米缸21,,忧郁の凉宫遥,"本来就跟赌马没什么关系"
210607-014904,帅Pi13,,我说不行就是不行,"MC"
210607-014905,大母鹅11,,Mani_7A7,"啊这，我就在玩"
210607-014905,帅Pi18,,苦索一库,"报身份证号得了"
210607-014905,雪姫民15,,_AnX_,"很长名字的那个（"
210607-014906,,,Azrzxy,"明显是指开罗的赛马啊("
210607-014906,萌陈13,,愁月觞,"像素小游戏（"
210607-014907,奶茶12,,虎纹鲨鲷,"事弹射世界（）"
210607-014907,祈音11,,wuhongzei,"名字很长"
210607-014909,帅Pi22,,多格dd,"什么坎什么什么"
210607-014912,帅Pi15,,AL-SW,"n"
210607-014913,帅Pi17,,天一Aic,"好开 闪现跟了"
210607-014914,帅Pi15,,2B哈士齐,"是冠#指定吧()"
210607-014916,12Team5,,铳士megumin,"打不过原神吧"
210607-014916,帅Pi18,,紅銀葉,"我也在玩（"
210607-014917,太太12,,影狼-冴,"第一年噶韭菜"
210607-014917,JKBOT13,,秩序王座天律律律子,"像素小游戏：CQ"
210607-014917,帅Pi15,,砂之森,"像素，是mc！"
210607-014917,泛团7,,乌龙虎纹狼,"弹射世界（"
210607-014919,帅Pi11,,暗月星枝,"快请陆夫人！！！！"
210607-014920,奶茶16,,高垣菜菜,"恰了人家饭还阴阳怪气人家奥"
210607-014920,,,七加三等于十,"五字像素小游戏（星露谷物语）"
210607-014921,弃車人7,,SGrove,"明显是mc（"
210607-014921,鹤鹤叽11,,夜合MagnoliaCoco," 这不得卷成麻花"
210607-014921,帅Pi21,,初梦狂三,"而且还有高质量番剧"
210607-014922,帅Pi10,,BlueAir丶,"一般玩家更喜欢读马"
210607-014924,帅Pi19,,这波还不是起飞,"(･∀･)"
210607-014924,帅Pi16,,愚安annfol,"坎公挺好玩的"
210607-014926,秃老湿4,,尛酥,"这是怎么用电脑玩的？"
210607-014927,Cool7,,霜雾烟湮,"坎特伯雷公主与..."
210607-014928,帅Pi12,,灰岛,"晚安"
210607-014936,萌陈13,,愁月觞,"我懂了，是泰拉瑞亚"
210607-014937,帅Pi12,,踩影,"坎公做得挺好，就是感觉玩不下去"
210607-014945,帅Pi18,,誕愿QAQ,"养马游戏，赌的成分甚至不如pcr的送宝石赛跑"
210607-014949,帅Pi15,,不灭の蓬莱仙,"但养多了会腻，每天养一个都懒得养了"
210607-014951,帅Pi17,,星辉Seiki,"确实玩的是养马不是赌马，但是我氪不起"
210607-014953,帅Pi13,,我说不行就是不行,"草"
210607-014953,帅Pi23,,芒刺在身,"一样的，要自己解锁"
210607-015001,大母鹅11,,Mani_7A7,"现在出扫荡的，挺好的"
210607-015004,,,万事の可乐,"电脑可以调60帧"
210607-015005,帅Pi17,,幻祸Mimic,"但还是锁30帧（"
210607-015006,帅Pi17,,Krammai,"芜湖"
210607-015009,帅Pi24,,一盒阿玖,"确实，特化版，比一般的模拟器好很多"
210607-015014,帅Pi15,,KosagaiMakoto,"芜湖"
210607-015014,帅Pi15,,不灭の蓬莱仙,"DMM端只有30帧，除非打补丁"
210607-015016,帅Pi15,,悠木樗,"扫荡挺好的"
210607-015018,帅Pi13,,我说不行就是不行,"DMM那个客户端还不如谷歌浏览器快"
210607-015018,降智了23,,梦仁春平,"快进到河南米浴"
210607-015021,大母鹅11,,我谔谔谔谔我,"赌的（）"
210607-015034,帅Pi11,,暗月星枝,"S马是不是可以无脑堆属性"
210607-015036,內鬼3,,Grolken,"差马小栗帽？"
210607-015054,帅Pi23,,拾壹今天吃什么,"确实"
210607-015059,陆夫人14,,七崎七奈,"小知识，日语这俩字写作呜呼读作ああ（"
210607-015059,帅Pi22,,不可拿去烧的汽油,"每日任务一只就可以任务全清了阿"
210607-015101,帅Pi19,,这波还不是起飞,"(⌒▽⌒)"
210607-015102,惑星13,,unbanlance,"熟练指快进"
210607-015111,帅Pi11,,仍自共你看银河轨迹,"有ai识别圈圈养马的 挂机就好"
210607-015112,奶萝10,,黑白色的斑鸠,"日系的手游都挺肝的"
210607-015112,大母鹅11,,Mani_7A7,"你隔这兼职上班呢→_→"
210607-015117,帅Pi18,,誕愿QAQ,"按照pcr的每日任务，十分钟结束，赛马娘至少半小时"
210607-015119,帅Pi15,,不灭の蓬莱仙,"太花时间了，要干的事太多了，每天一只都有点力不从心"
210607-015119,刺儿21,,雪尽青山LorsClock,"很容易就烦了"
210607-015120,,,万事の可乐,"熟练指两个月下锅"
210607-015126,帅Pi24,,一盒阿玖,"然后现在每日三只还不能活动奖励全领"
210607-015135,大米缸21,,忧郁の凉宫遥,"悲报 明天bcr工会战了"
210607-015136,帅Pi12,,小爱灬成,"把臭人的直播间添加到桌面就能进入以前的直"
210607-015137,Pika11,,天堂的十字墓,"那个，日常只要求养一匹"
210607-015137,帅Pi22,,鱿鱼丝噢噢,"指双涡轮事件开局失败"
210607-015138,搞事者22,,宛若谶花,"熟练指背选项"
210607-015139,帅Pi11,,暗月星枝,"S马可以靠堆属性养出来吗"
210607-015140,帅Pi18,,誕愿QAQ,"3"
210607-015140,刺儿21,,雪尽青山LorsClock,"手游最好每日时间1.5撑死了"
210607-015140,花丸家10,,小鍛治健夜,"赛马娘真的肝"
210607-015144,帅Pi26,,千代紙,"草"
210607-015146,帅Pi18,,誕愿QAQ,"好耶"
210607-015147,奶茶16,,高垣菜菜,"主要还是钻送的太少了，氪的少收不到卡就跟不上新养法"
210607-015149,大米缸21,,忧郁の凉宫遥,"3着"
210607-015149,帅Pi23,,芒刺在身,"每天一只下班完事，除非很演或者养得血压高"
210607-015150,帅Pi15,,yenar,"GT挺好玩的啊"
210607-015150,白鸡熊16,,异行者,"内  恰"
210607-015151,萌陈13,,愁月觞,"233333"
210607-015151,帅Pi11,,冰蓝☆焰,"现在都是快餐化游戏，全想要扫荡，挂机那种"
210607-015152,音乐珈21,,馥郁香型,"红红火火恍恍惚惚"
210607-015153,帅Pi16,,ackzero,"好几天根1心态炸了"
210607-015154,帅Pi17,,天一Aic,"炖两只 留一只过夜  10分钟搞定"
210607-015155,奶茶16,,晓东晓冬,"达标了"
210607-015156,帅Pi15,,o云耀o,"什么？ 不~可~能"
210607-015156,降智了23,,梦仁春平,"主要还是现在大家都有点玩皮实了，该出点新内容了"
210607-015157,萌陈13,,白裳w,"1"
210607-015159,小夹13,,爆裂吧现充丶,"不能逃了吧"
210607-015201,12Team21,,MOT格式化,"1"
210607-015212,帅Pi18,,誕愿QAQ,"哟西"
210607-015217,刺儿21,,雪尽青山LorsClock,"小栗帽太帅了呜呜呜呜"
210607-015222,帅Pi21,,Astray_s,"干掉炮台了"
210607-015222,帅Pi16,,椎叶tsumugi,"干掉炮台了"
210607-015223,大母鹅11,,Mani_7A7,"出新剧情还是可以的"
210607-015227,帅Pi15,,o云耀o,"哟西 干掉炮台了"
210607-015229,奶萝10,,黑白色的斑鸠,"日系手游就是氪金也得肝 这点不好"
210607-015235,,,万事の可乐,"玩透"
210607-015237,菲娜12,,郭小偶,"小栗帽先行很强了，不用特意跑逃"
210607-015255,帅Pi19,,这波还不是起飞,"(^・ω・^ )"
210607-015257,帅Pi16,,莫斐凡,"1"
210607-015302,帅Pi17,,这是包子,"不可名状的小栗帽怪叫"
210607-015302,NO民26,,紫黑神教,"比如乌拉拉，是有能力打赢有马的"
210607-015338,大母鹅11,,Mani_7A7,"这养马好鬼畜"
210607-015340,帅Pi15,,绅士雏,"英里差不少能让伏特加跑吗"
210607-015341,帅Pi7,,十六夜杀人姬,"(･∀･)"
210607-015346,降智了23,,梦仁春平,"大部分的玩家还是因为游戏流程重复，又玩了太多已经有点腻了"
210607-015357,杆菌13,,神龙腾天,"英差我用伏特加的"
210607-015357,帅Pi23,,芒刺在身,"七单不配的"
210607-015411,帅Pi12,,Kiara岁岁,"！"
210607-015422,帅Pi11,,丘丘丘丘丘丘丘之城,"伏特加跑泥地比较难吧"
210607-015422,帅Pi5,,榎本韵,"1"
210607-015425,帅Pi16,,奶油蘑菇湯_,"确实"
210607-015425,帅Pi11,,青阳盛,"种马吗？"
210607-015427,帅Pi23,,俊洛Zeta," qs"
210607-015427,,,摸鱼Ming,"草"
210607-015427,大母鹅11,,Mani_7A7,"是我就找个人帮我养马了╮(￣▽￣)╭"
210607-015428,帅Pi18,,誕愿QAQ,"还不如出新的赛程"
210607-015429,帅Pi12,,踩影," 确实"
210607-015429,,,摸鱼Ming,"确实"
210607-015430,帅Pi16,,AriosZ,"确实"
210607-015430,奶茶16,,五十多岁的三,"很真实"
210607-015430,帅Pi22,,不可拿去烧的汽油,"那不至于"
210607-015432,,,多-餘,"时间太长肯定都跳了"
210607-015432,帅Pi19,,这波还不是起飞,"(･∀･)"
210607-015432,墨子棂24,,佐尔桑,"有中文还好说"
210607-015433,帅Pi15,,o云耀o,"但是剧情我看不懂"
210607-015433,帅Pi16,,椎叶tsumugi,"pcr老路"
210607-015435,帅Pi18,,404not,"不还有快乐pvp么"
210607-015438,帅Pi13,,林中落雨-,"因为看不懂啊"
210607-015439,帅Pi16,,雪狐舞寒,"“但是剧情大家都是跳的”笑死"
210607-015439,NO民26,,紫黑神教,"搞个淘汰制的大赛就好了"
210607-015445,帅Pi22,,不可拿去烧的汽油,"马娘还是看的"
210607-015447,墨子棂24,,佐尔桑,"日文剧情实在难啃"
210607-015451,降智了23,,梦仁春平,"看不懂是主要原因了"
210607-015451,,,万事の可乐,"pi的大赛马娘养好了吗"
210607-015453,帅Pi16,,独行兔兔,"yysy送的太少养不动（"
210607-015455,嚣章22,,烦死了烦活了,"性 转 小 栗 帽（？"
210607-015501,奶茶16,,五十多岁的三,"真爱党可能还会看看，但是没中文对部分人很难受"
210607-015501,奶茶16,,高垣菜菜,"但是送的钻太少了，大部分玩家都很难更新卡和马的box"
210607-015503,帅Pi11,,ShuPiR,"抽不到想看也看不到"
210607-015504,杆菌13,,神龙腾天,"确实"
210607-015507,大母鹅11,,Mani_7A7,"有换装系统吗"
210607-015512,帅Pi22,,肥侯xp,"《公会战》"
210607-015517,帅Pi15,,雨落后,"要是看剧情  每日要做六小时"
210607-015519,帅Pi10,,上了年纪的芥末章鱼,"草"
210607-015526,帅Pi17,,这是包子,"可恶的玉藻十字"
210607-015528,帅Pi22,,不可拿去烧的汽油,"确实 比pcr的jjc好 也没有小团体 脚本换之类的"
210607-015529,帅Pi18,,誕愿QAQ,"pcr太模式化了，都是找最优解"
210607-015530,帅Pi15,,幽月见空雫,"玉藻十字：？"
210607-015530,大母鹅11,,我谔谔谔谔我,"pcr得等水电nnk这些才热闹"
210607-015530,帅Pi16,,仙庙烧鸡,"草"
210607-015531,帅Pi16,,莫斐凡,"其实对比古战场啥的赛马娘已经算可以的了"
210607-015531,,,摸鱼Ming,"快进到引入pcr的pvp"
210607-015532,帅Pi15,,不灭の蓬莱仙,"要花3000"
210607-015532,帅Pi18,,404not,"8000的婚纱"
210607-015533,帅Pi22,,松烟入梦丶,"草"
210607-015534,月庄18,,许愿池的银硬币,"草"
210607-015534,,,Caseych超超,"?"
210607-015536,帅Pi10,,上了年纪的芥末章鱼,"？"
210607-015537,帅Pi11,,国欠妹,"我倒是白嫖了花嫁重炮和那啥"
210607-015540,帅Pi23,,俊洛Zeta,"草"
210607-015542,帅Pi13,,林中落雨-,"草"
210607-015542,帅Pi22,,多格dd,"草"
210607-015543,帅Pi18,,誕愿QAQ,"2"
210607-015543,帅Pi15,,绅士雏,"草hhh"
210607-015544,大母鹅11,,Mani_7A7,"啊这"
210607-015545,月庄18,,许愿池的银硬币,"马萨卡"
210607-015547,帅Pi10,,上了年纪的芥末章鱼,"233333"
210607-015547,帅Pi23,,拾壹今天吃什么,"草"
210607-015549,帅Pi12,,踩影,"该出泳装了"
210607-015549,內鬼3,,Grolken,"失速了"
210607-015551,奶茶16,,五十多岁的三,"草"
210607-015552,帅Pi23,,俊洛Zeta,"啊这"
210607-015552,帅Pi10,,上了年纪的芥末章鱼,"草"
210607-015552,帅Pi18,,Hass999,"2"
210607-015553,帅Pi24,,阿贝几,"2着酱！"
210607-015554,松鼠球25,,物理层面裂开的TK,"是阿船"
210607-015555,內鬼3,,Grolken,"这个耐力不够的"
210607-015555,白鸡熊16,,异行者,"可恶的黄金船"
210607-015555,帅Pi16,,独行兔兔,"草"
210607-015555,帅Pi17,,这是包子,"？"
210607-015556,月庄18,,许愿池的银硬币,"？"
210607-015556,帅Pi15,,侍者の多变,"草"
210607-015556,萌陈13,,愁月觞,"？"
210607-015557,帅Pi17,,或る街のぎぎ,"？"
210607-015557,帅Pi23,,芒刺在身,"5s船"
210607-015558,帅Pi6,,狼人XD,"(｀・ω・´)"
210607-015558,嚣章22,,烦死了烦活了,"？"
210607-015558,帅Pi19,,这波还不是起飞,"(⌒▽⌒)"
210607-015559,帅Pi24,,一盒阿玖,"过来相亲的"
210607-015600,帅Pi26,,千代紙,"草"
210607-015600,帅Pi16,,AriosZ,"什↑么↓"
210607-015602,帅Pi22,,多格dd,"草"
210607-015602,帅Pi13,,我说不行就是不行,"草"
210607-015602,帅Pi15,,雨落后,"可恶的黄金船"
210607-015603,月庄18,,许愿池的银硬币,"别乳了别乳了"
210607-015606,帅Pi22,,多格dd,"5s"
210607-015606,帅Pi15,,绅士雏,"草哈哈哈"
210607-015607,帅Pi10,,上了年纪的芥末章鱼,"阿船：你不也是！！"
210607-015608,奶茶16,,五十多岁的三,"阿船：？"
210607-015609,,,提子饼干,"你好意思说（）"
210607-015610,奶茶16,,高垣菜菜,"土块"
210607-015610,帅Pi5,,醋酸亚砷酸铜,"今天高考 现在睡醒了 sos"
210607-015615,帅Pi17,,这是包子,"神经病，你这不也是公马吗"
210607-015615,12Team21,,獠牙Fangu,"阿船：你不也是！"
210607-015619,帅Pi23,,俊洛Zeta,"草"
210607-015621,帅Pi7,,十六夜杀人姬,"好快的船！"
210607-015625,萌陈10,,思妒,"徐晃做错了什么"
210607-015638,帅Pi5,,醋酸亚砷酸铜,"草"
210607-015640,,,摸鱼Ming,"可以看养马"
210607-015644,奶茶16,,五十多岁的三,"睡醒了玩手机难道就能睡着么"
210607-015648,帅Pi15,,七七四十九日,"3. 打开api的视频催眠"
210607-015649,帅Pi23,,俊洛Zeta,"不留遗憾哈哈哈"
210607-015649,萌陈10,,思妒,"xx徐晃"
210607-015650,帅Pi22,,白老白老白,"明天高考现在还没睡着"
210607-015650,帅Pi4,,博文酱是真的菜,"这没啥，我头一次考N1的时候也这样"
210607-015650,,,TheFlickerMan,"我高考前被我爹呼噜声吵醒了23333"
210607-015651,大母鹅11,,Mani_7A7,"隔壁现在高考还有人在打csgo呢"
210607-015651,,,FiNaLLuke,"草"
210607-015653,嚣章22,,烦死了烦活了,"确实，我考试也是直接通宵"
210607-015655,,,风印草,"但是会恍惚"
210607-015656,帅Pi15,,安泽游戏机,"闭目养神比较好"
210607-015656,帅Pi24,,一盒阿玖,"这两天靠肾上腺素就足够了"
210607-015657,12Team21,,獠牙Fangu,"考场上会特别兴奋"
210607-015656,帅Pi22,,不可拿去烧的汽油,"草"
210607-015657,奶茶16,,高垣菜菜,"还是倒着休息吧，玩一玩真的别睡了"
210607-015657,,,TheFlickerMan,"没事的就正常起床"
210607-015659,帅Pi15,,KosagaiMakoto,"pi老了"
210607-015700,帅Pi11,,国欠妹,"当你老了"
210607-015700,陆夫人6,,坠落阁楼主,"????????"
210607-015701,帅Pi17,,幻祸Mimic,"睡吧还是，别考试犯困就炸了"
210607-015702,,,叁士忆,"玩一玩 睡到明天中午"
210607-015702,,,多-餘,"该通宵打101了"
210607-015705,陆夫人11,,假装佛系,"可不能这么说。。。。"
210607-015706,菫察25,,金阳新机,"起来背一遍出师表"
210607-015706,弃車人7,,SGrove,"3.尝试把星露谷补完"
210607-015707,,,FiNaLLuke,"开始缺的"
210607-015709,12Team21,,獠牙Fangu,"考场上肾上腺素飙升的"
210607-015709,帅Pi18,,誕愿QAQ,"明天高考但不是我考"
210607-015709,大母鹅17,,肆円_,"建议看api的视频 很快就睡着了"
210607-015712,帅Pi17,,2乘2等于4,"你可以现在打开api的星露谷视频"
210607-015715,科研者15,,夜莺0093,"35岁以后再通宵就会有各种问题找上来了"
210607-015715,月庄18,,许愿池的银硬币,"还是建议睡"
210607-015716,陆夫人6,,坠落阁楼主,"闭目养神啊"
210607-015716,大母鹅15,,Bioghost,"你这个年纪怎么睡得着"
210607-015717,帅Pi11,,仍自共你看银河轨迹,"我当年就是背单词被困了睡的"
210607-015719,12Team21,,焕冉新日,"闭眼吧，睡不着也没事"
210607-015723,帅Pi15,,雨落后,"可以看api视频"
210607-015723,帅Pi10,,九二s,"考试的时候会紧张 基本上不会困"
210607-015731,Zc憨憨12,,再说我脸黑试试,"刚进来就是干饭王"
210607-015733,帅Pi17,,这是包子,"听听jojo金曲电台催眠"
210607-015734,帅Pi16,,独行兔兔,"建议还是硬躺着"
210607-015735,大母鹅11,,Mani_7A7,"甲亢拉满( ´_ゝ｀)"
210607-015735,帅Pi16,,押切時雨,"我高考前睡不着就看pi的视频"
210607-015737,帅Pi25,,api到底有几个小朋友,"睡不着看会书就睡了"
210607-015737,帅Pi23,,俊洛Zeta,"闭目养神总比不睡好"
210607-015737,帅Pi15,,绅士雏,"这智力新卡的好感是真的难提  "
210607-015750,帅Pi16,,莫斐凡,"去补星露谷吧"
210607-015754,帅Pi5,,醋酸亚砷酸铜,"那我放下手机了 大家晚安（）"
210607-015802,帅Pi11,,熬到昏迷,"(｀・ω・´)"
210607-015812,帅Pi17,￥30,キキモラ,"终于推完乐园魔城2了，想听听内个"
210607-015813,白鸡熊16,,异行者,"狗的意志"
210607-015813,满花畈8,,被24等分的芒果大饼,"bn。。。@ 78880  888"
210607-015814,帅Pi10,,上了年纪的芥末章鱼,"大和：你们这些公马真的烦死了"
210607-015815,摸鱼子21,,狮蝎_Manticore,"并不（"
210607-015817,月庄18,,许愿池的银硬币,"嗯……"
210607-015819,帅Pi23,,用板子砸死你,"我当时不停的给自己说，该做的都做了，剩下的看天可"
210607-015820,大母鹅11,,我谔谔谔谔我,"？"
210607-015820,帅Pi16,,gavinp,"？"
210607-015822,白鸡熊16,,异行者,"？"
210607-015822,帅Pi19,,这波还不是起飞,"(^・ω・^ )"
210607-015824,,,TheFlickerMan,"什么，你在想pi"
210607-015824,帅Pi26,,天柒,"？"
210607-015824,月庄18,,许愿池的银硬币,"你也是女孩子？"
210607-015825,萌陈13,,愁月觞,"？？"
210607-015825,奶茶16,,五十多岁的三,"..?"
210607-015827,帅Pi16,,愚安annfol,"？"
210607-015828,帅Pi25,,api到底有几个小朋友,"？"
210607-015829,帅Pi24,,一盒阿玖,"她只是刺探情报（"
210607-015832,帅Pi16,,在下学习,"也有蹭吃蹭喝的"
210607-015832,帅Pi15,,幽月见空雫,"那么。。绿帽呢。。"
210607-015837,帅Pi11,,ShuPiR,"可以互相转换"
210607-015843,帅Pi12,,踩影,"训练员不是个刺球吗"
210607-015843,帅Pi11,,懐抱万柔,"我就知道api这有要高考的哈哈哈，我当年睡觉前也来这看看"
210607-015843,,,银月风尘,"怪文书，请"
210607-015845,帅Pi17,,这是包子,"铜生院只喜欢happy meek"
210607-015851,帅Pi22,,白老白老白,"可逆反应是吧hhh"
210607-015852,帅Pi16,,独行兔兔,"也不看看人家送你的是什么技能，她自己都不要（"
210607-015856,帅Pi11,,懐抱万柔,"而且考的不错"
210607-015900,白鸡熊16,,异行者,"屑训练员鸽了米浴去和桐生院去温泉旅行了.jpg"
210607-015902,帅Pi24,,MercuryHeart,"绿帽都一起过夜了"
210607-015907,帅Pi19,,紙羽綺羅,"倒了"
210607-015908,帅Pi19,,非法字符！,"3着女士"
210607-015909,奶茶16,,五十多岁的三,"cao "
210607-015910,松鼠球25,,物理层面裂开的TK,"耐力不够"
210607-015913,包仔饭16,,稀柚白wW,"你也喜欢桐生园嘛？"
210607-015917,NO民26,,紫黑神教,"那不一样，绿帽要抽才有剧情"
210607-015919,帅Pi15,,侍者の多变,"没开技能"
210607-015925,降智了23,,梦仁春平,"什么是失速?"
210607-015940,帅Pi17,,这是包子,"就是牡蛎了"
210607-015945,包仔饭16,,稀柚白wW,"失去速度"
210607-015950,月庄18,,许愿池的银硬币,"二着内恰"
210607-015955,帅Pi24,,樱花泪溅的信,"温泉"
210607-015956,帅Pi11,,柠檬味的洛伊卡,"？"
210607-015956,帅Pi11,,制杖鬼,"?????"
210607-015957,NO民26,,紫黑神教,"？"
210607-015957,帅Pi26,,千代紙,"纸巾（"
210607-015958,帅Pi24,,一盒阿玖,"？？？"
210607-015958,帅Pi11,,制杖鬼,"cao "
210607-015959,奶茶16,,高垣菜菜,"？"
210607-015959,帅Pi12,,踩影,"纸巾"
210607-015959,音乐珈21,,馥郁香型,"让她泡"
210607-015959,帅Pi19,,紙羽綺羅,"哇"
210607-020000,大母鹅11,,我谔谔谔谔我,"？"
210607-020000,雪金庫9,,時崎傻三,"？？"
210607-020000,帅Pi19,,非法字符！,"！！"
210607-020001,帅Pi15,,侍者の多变,"？？？？"
210607-020001,白鸡熊16,,异行者,"草"
210607-020001,帅Pi10,,上了年纪的芥末章鱼,"ohhhh"
210607-020002,帅Pi18,,千木,"？？？"
210607-020002,帅Pi24,,阿贝几,"ohhh"
210607-020002,帅Pi16,,魑魅魍魉之主七代,"哇"
210607-020002,奶茶24,,纯白源泉pw,"？？？"
210607-020002,帅Pi15,,幽月见空雫,"？？？"
210607-020003,帅Pi16,,仙庙烧鸡,"？"
210607-020003,奶茶16,,五十多岁的三,"?"
210607-020004,帅Pi23,,甘木mo,"好耶"
210607-020004,帅Pi16,,柯南·道尔,"？"
210607-020004,月庄18,,许愿池的银硬币,"好耶"
210607-020005,12Team21,,獠牙Fangu,"？？？"
210607-020005,帅Pi17,,这是包子,"ohhhhh"
210607-020005,帅Pi16,,晓风丶残月Q,"？？？"
210607-020005,帅Pi26,,千代紙,"？？？？"
210607-020005,帅Pi22,,多格dd,"？？？？"
210607-020006,帅Pi12,,踩影,"？？？？？？？？？？？？？？？？？？？？？？？？？"
210607-020006,帅Pi16,,奶油蘑菇湯_,"？"
210607-020006,陆夫人13,,Elevenbloods,"？？？"
210607-020007,帅Pi13,,白白白零,"？？？"
210607-020007,搞事者22,,宛若谶花,"温泉马"
210607-020007,帅Pi18,,Hass999,"哇 泡温泉"
210607-020008,帅Pi16,,每天睡觉真的好爽,"？？？？？？？？"
210607-020008,帅Pi17,,虚之实之,"哦哦！"
210607-020008,陆夫人18,,无敌小游侠,"?"
210607-020009,堕堕人25,,一个毛玉,"？？？？"
210607-020009,帅Pi16,,ackzero,"woc"
210607-020010,,,TheFlickerMan,"？？？？？？？？？？？？？？？？？？？？"
210607-020012,帅Pi15,,pluviophile0417,"？？？？"
210607-020012,Zc憨憨12,,再说我脸黑试试,"好耶"
210607-020014,帅Pi12,,玖渚桑,"？？？？？？？？？？？？？？？？？"
210607-020015,帅Pi15,,幽月见空雫,"什么东西？？"
210607-020016,奶茶16,,五十多岁的三,"好耶"
210607-020017,帅Pi19,,这波还不是起飞,"(･∀･)"
210607-020017,鲨鱼饵10,,草愺,"？？"
210607-020017,白鸡熊16,,异行者,"饿了.jpg"
210607-020019,帅Pi3,,摸鱼Ming,"？"
210607-020019,,,黑衍さま,"事情大条了"
210607-020019,帅Pi17,,被忽悠惨了,"？？？"
210607-020019,帅Pi24,,樱花泪溅的信,"记得跳完再温泉（"
210607-020020,帅Pi6,,天火maya,"可恶 开服到现在都没摸到温泉票的人怒了"
210607-020028,帅Pi17,,这是包子,"温水煮栗帽"
210607-020030,帅Pi16,,独行兔兔,"因为温泉也管吃的（"
210607-020031,水溅跃6,,德井-妮可,"？"
210607-020032,帅Pi10,,上了年纪的芥末章鱼,"草"
210607-020033,奶茶16,,高垣菜菜,"草"
210607-020034,內鬼3,,Grolken,"懂了，她要吃了你"
210607-020034,帅Pi16,,莫斐凡,"二等奖是汉堡肉？"
210607-020036,帅Pi22,,鱿鱼丝噢噢,"她骗人"
210607-020037,帅Pi24,,一盒阿玖,"什么，原来温泉券也能吃吗（"
210607-020038,12Team21,,獠牙Fangu,"玉藻：？"
210607-020040,白鸡熊16,,异行者,"小栗帽：想吃萝卜汉堡（"
210607-020041,奶茶16,,高垣菜菜,"草"
210607-020042,音乐珈21,,馥郁香型,"哈哈哈哈哈哈哈"
210607-020042,帅Pi17,,混乱恶咕哒子,"23333333333"
210607-020042,月庄18,,许愿池的银硬币,"啊这"
210607-020042,帅Pi23,,俊洛Zeta,"哈哈哈哈哈哈哈哈哈"
210607-020043,帅Pi10,,上了年纪的芥末章鱼,"哈哈哈哈哈哈"
210607-020043,杆菌13,,神龙腾天,"笑死"
210607-020044,帅Pi23,,拾壹今天吃什么,"草"
210607-020044,帅Pi19,,紙羽綺羅,"笑死"
210607-020044,帅Pi22,,沙夏Sashako,"乐"
210607-020044,雪金庫9,,時崎傻三,"223333"
210607-020045,12Team21,,獠牙Fangu,"2333333333"
210607-020046,帅Pi13,,白白白零,"草"
210607-020046,帅Pi16,,MAX今天摸了吗,"草"
210607-020047,大母鹅11,,我谔谔谔谔我,"抽到太兴奋了"
210607-020047,萌陈13,,愁月觞,"哈哈哈哈哈哈哈哈哈哈哈哈"
210607-020047,帅Pi26,,千代紙,"草"
210607-020047,帅Pi23,,甘木mo,"草"
210607-020048,奶茶16,,五十多岁的三,"？"
210607-020048,12Team21,,獠牙Fangu,"乐"
210607-020048,帅Pi17,,虚之实之,"想想没有朋友太伤心了"
210607-020048,帅Pi17,,混乱恶咕哒子,"乐极生悲"
210607-020048,帅Pi16,,静待下一任,"cao"
210607-020048,,,TheFlickerMan,"我笑了"
210607-020048,Zc憨憨12,,再说我脸黑试试,"哈哈哈哈哈哈哈"
210607-020048,帅Pi15,,pluviophile0417,"乐"
210607-020048,奶茶24,,纯白源泉pw,"哈哈哈"
210607-020049,帅Pi23,,拾壹今天吃什么,"血压max"
210607-020050,帅Pi15,,侍者の多变,"hhh"
210607-020050,帅Pi13,,林中落雨-,"bhhhhhhhhhhhh"
210607-020051,音乐珈21,,馥郁香型,"笑死"
210607-020051,帅Pi16,,莫斐凡,"虚晃一枪"
210607-020051,白鸡熊16,,异行者,"根本不开心"
210607-020052,,,一座空城一场夢,"哈哈哈哈哈哈哈哈哈哈哈哈或"
210607-020053,,,黑衍さま,"哈哈哈哈哈哈哈哈"
210607-020054,帅Pi18,,千木,"乐"
210607-020054,NO民26,,紫黑神教,"有得必有失"
